nom,type,address,cp,ville,region,telephone,email,site,desc
VERTICAL'ART LILLE,Escalade,,59260,LEZENNES,Hauts-de-France,,contact@les-challenges-bn.fr,,Réservation en ligne obligatoire avec le code unique que vous recevrez par mail. Une entrée offerte. Offre non cumulable pour une même personne. A partir de 8 ans.
VERTICAL'ART LYON,Escalade,,69800 ,SAINT PRIEST,Auvergne-Rhône-Alpes,,contact@les-challenges-bn.fr,,Réservation en ligne obligatoire avec le code unique que vous recevrez par mail. Une entrée offerte. Offre non cumulable pour une même personne. A partir de 8 ans.
VERTICAL'ART NANTES,Escalade,,44300,NANTES,Pays de la Loire,,contact@les-challenges-bn.fr,,Réservation en ligne obligatoire avec le code unique que vous recevrez par mail. Une entrée offerte. Offre non cumulable pour une même personne. A partir de 8 ans.
VERTICAL'ART PIGALLE,Escalade,,75018,PARIS,Île-de-France,,contact@les-challenges-bn.fr,,Réservation en ligne obligatoire avec le code unique que vous recevrez par mail. Une entrée offerte. Offre non cumulable pour une même personne. A partir de 8 ans.
VERTICAL'ART RUNGIS,Escalade,,94150,RUNGIS,Île-de-France,,contact@les-challenges-bn.fr,,Réservation en ligne obligatoire avec le code unique que vous recevrez par mail. Une entrée offerte. Offre non cumulable pour une même personne. A partir de 8 ans.
VERTICAL'ART SAINT QUENTIN EN YVELINES,Escalade,,78180,MONTIGNY LE BRETONNEUX,Île-de-France,,contact@les-challenges-bn.fr,,Réservation en ligne obligatoire avec le code unique que vous recevrez par mail. Une entrée offerte. Offre non cumulable pour une même personne. A partir de 8 ans.
VERTICAL'ART TOULON,Escalade,,83160,VALETTE DU VAR,Provence-Alpes-Côte d'Azur,,contact@les-challenges-bn.fr,,Réservation en ligne obligatoire avec le code unique que vous recevrez par mail. Une entrée offerte. Offre non cumulable pour une même personne. A partir de 8 ans.
VILLIERS LE BEL HOCKEY CLUB,Hockey sur Gazon,,95720,BOUQUEVAL,Île-de-France,,vbhc@hotmail.fr,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
VISITE LUDIQUE DE LA CITÉ MÉDIÉVAL DE SÉVÉRAC-LE-CHATEAU,Jeu de piste ludique,,12150,SÉVÉRAC-LE-CHÂTEAU,Occitanie,,contact@les-challenges-bn.fr,http://www.randoland.fr/bn,"Recevez un code pour télécharger ce parcours et deux autres dans la région de votre choix. Chaque parcours comprend une carte pour se repérer, des jeux à réaliser durant la randonnée pour vitaminer le cerveau et des indices à trouver en observant autour de vous ! Les randonnées se font en autonomie pour s'amuser tout en vivant un moment de partage. Les jeux de piste proposés sont adaptées à l’âge de l’enfant (4/6 ans 7/9 ans et + de 10 ans)."
VOLANT STÉPHANOIS BADMINTON,Badminton,,82410 ,SAINT ETIENNE DE TULMONT,Occitanie,,lahoreau@wanadoo.fr,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
WAR EAGLES,Flag Football,Terrain de Teyran,34820,TEYRAN,Occitanie,,559@fffa.org,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
WILDBOARS CHARLEVILLE MEZIERES,Football Américain,Complexe de la Warenne,08000,CHARLEVILLE-MEZIERES,Grand Est,,563@fffa.org,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 8 ans.
YOGA ENFANT BS,Yoga Enfant online,,06000,NICE,Provence-Alpes-Côte d'Azur,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,08200,SEDAN,Grand Est,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,13000,MARSEILLE,Provence-Alpes-Côte d'Azur,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,21000,DIJON,Bourgogne-Franche-Comté,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,28000,CHARTRES,Centre-Val de Loire,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,31000,TOULOUSE,Occitanie,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,33000,BORDEAUX,Nouvelle-Aquitaine,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,34000,MONTPELLIER,Occitanie,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,35000,RENNES,Bretagne,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,42000,SAINT ETIENNE,Auvergne-Rhône-Alpes,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,44000,NANTES,Pays de la Loire,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,51100,REIMS,Grand Est,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,59000,LILLE,Hauts-de-France,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,63000,CLERMONT FERRAND,Auvergne-Rhône-Alpes,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,67000,STRASBOURG,Grand Est,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,69000,LYON,Auvergne-Rhône-Alpes,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,75000,PARIS,Île-de-France,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,76000,ROUEN,Normandie,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,77000,MELUN,Île-de-France,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,78000,VERSAILLES,Île-de-France,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,85000,LA ROCHE SUR YON,Pays de la Loire,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,87000,LIMOGES,Nouvelle-Aquitaine,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,91000,EVRY,Île-de-France,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,92000,NANTERRE,Île-de-France,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,94000,CRETEIL,Île-de-France,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,97122,BAIE MAHAULT,	Guadeloupe,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,97232,LE LAMENTIN,Martinique ,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,97300,CAYENNE ,Guyane,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
YOGA ENFANT BS,Yoga Enfant online,,97400,SAINT DENIS,La Réunion ,,contact@les-challenges-bn.fr,,Recevez un code pour visionner cette vidéo exclusive et partager un moment de yoga avec votre enfant. A partir de 4 ans.
